142,56,56,51,100,24,35,47,6,0,0,0,1
168,100,39,52,17,31,28,7,2,0,0,0,1
163,43,38,100,23,21,25,17,5,0,0,0,1
170,79,44,100,31,22,56,50,8,0,0,0,1
164,100,67,96,19,28,42,33,7,0,0,0,1
168,100,43,83,22,17,43,19,8,0,0,0,1
173,100,26,27,31,20,14,8,2,0,0,0,1
135,100,96,61,92,42,69,65,23,0,0,0,1
150,50,46,59,100,71,56,50,12,0,0,0,1
144,40,97,100,48,35,29,24,10,0,0,0,1
151,58,33,100,15,16,23,15,3,0,0,0,1
161,65,27,65,100,26,30,31,25,0,0,0,1
153,65,96,100,93,49,55,21,18,0,0,0,1
249,53,65,21,100,53,11,14,31,1,0,0,1
247,96,57,100,83,95,27,32,36,1,0,0,1
245,100,50,99,52,56,13,16,32,1,0,0,1
237,15,28,17,100,5,2,17,38,1,0,0,1
244,25,43,30,100,21,27,13,24,1,0,0,1
255,100,38,75,25,69,18,19,10,1,0,0,1
248,100,44,40,74,65,16,24,10,1,0,0,1
255,100,19,22,20,43,12,13,6,1,0,0,1
159,100,96,30,22,6,6,6,18,0,0,1,0
186,100,11,2,0,1,0,0,1,0,0,1,0
164,100,21,3,2,1,0,0,3,0,0,1,0
164,100,20,4,1,0,0,0,3,0,0,1,0
163,100,26,11,2,0,0,0,3,0,0,1,0
163,100,30,8,1,1,0,0,2,0,0,1,0
167,100,38,9,2,1,1,1,4,0,0,1,0
171,100,42,14,1,2,2,1,6,0,0,1,0
147,100,88,30,11,7,7,14,10,0,0,1,0
173,100,15,4,1,2,0,0,2,0,0,1,0
168,100,16,7,2,2,1,0,1,0,0,1,0
171,100,14,3,2,2,0,0,1,0,0,1,0
169,100,11,3,2,3,0,0,2,0,0,1,0
163,100,19,10,1,1,1,0,3,0,0,1,0
171,100,16,5,2,2,0,0,2,0,0,1,0
171,100,11,5,1,2,0,0,2,0,0,1,0
173,100,15,4,1,3,0,0,2,0,0,1,0
171,100,12,8,2,2,0,0,2,0,0,1,0
173,100,16,6,2,2,1,0,4,0,0,1,0
161,100,92,28,10,9,9,7,12,0,0,1,0
166,100,13,2,3,1,0,0,4,0,0,1,0
157,100,92,25,34,7,8,7,19,0,0,1,0
159,100,50,42,25,7,7,7,17,0,0,1,0
158,100,92,44,37,7,7,7,14,0,0,1,0
166,100,86,21,25,7,4,4,11,0,0,1,0
246,50,100,4,2,3,2,2,4,1,0,1,0
242,12,100,18,9,2,5,3,5,1,0,1,0
229,18,100,26,15,11,13,19,22,1,0,1,0
237,24,100,12,6,1,5,5,8,1,0,1,0
231,6,100,8,6,2,5,1,12,1,0,1,0
222,9,100,52,8,17,10,3,14,1,0,1,0
234,11,100,9,13,3,7,2,15,1,0,1,0
234,7,100,9,9,4,3,5,20,1,0,1,0
220,4,100,19,7,4,4,2,14,1,0,1,0
159,100,10,4,3,2,1,0,4,0,0,1,1
186,100,10,2,1,1,1,1,3,0,0,1,1
183,100,8,4,2,2,2,3,2,0,0,1,1
182,100,8,1,0,0,0,0,2,0,0,1,1
169,100,5,0,0,0,0,0,0,0,0,1,1
172,100,1,0,0,0,0,0,0,0,0,1,1
169,100,1,0,0,0,0,0,0,0,0,1,1
174,100,11,4,4,2,2,2,4,0,0,1,1
173,100,1,1,0,1,0,0,1,0,0,1,1
185,100,10,2,1,1,1,1,3,0,0,1,1
183,100,15,4,3,2,1,1,3,0,0,1,1
249,100,62,2,3,2,1,1,9,1,0,1,1
247,26,100,3,4,1,2,2,24,1,0,1,1
247,100,54,3,2,2,1,1,10,1,0,1,1
254,100,20,1,4,3,1,0,6,1,0,1,1
254,100,33,3,0,2,1,0,8,1,0,1,1
255,100,16,1,0,1,0,0,3,1,0,1,1
254,100,27,1,0,2,1,0,6,1,0,1,1
255,100,25,2,1,2,1,0,10,1,0,1,1
190,86,96,52,100,27,3,5,2,0,1,0,0
178,100,69,23,31,26,2,2,3,0,1,0,0
161,59,100,62,11,1,1,0,0,0,1,0,0
159,100,66,18,7,2,1,0,1,0,1,0,0
168,100,55,9,4,2,0,0,0,0,1,0,0
167,76,100,15,4,5,1,0,0,0,1,0,0
169,100,36,9,7,4,0,0,0,0,1,0,0
169,100,39,12,3,6,1,0,0,0,1,0,0
164,69,100,35,13,2,1,0,0,0,1,0,0
191,100,90,15,52,11,1,2,2,0,1,0,0
173,100,35,7,3,2,0,0,0,0,1,0,0
184,100,91,20,41,15,3,2,3,0,1,0,0
173,100,70,13,33,10,2,1,3,0,1,0,0
179,100,72,20,17,20,3,3,6,0,1,0,0
162,100,67,19,11,11,3,4,6,0,1,0,0
167,100,40,16,23,11,1,1,2,0,1,0,0
247,55,100,29,29,22,4,1,0,1,1,0,0
239,43,100,59,23,87,55,6,2,1,1,0,0
237,31,100,87,47,74,18,6,2,1,1,0,0
230,27,100,66,25,75,19,3,2,1,1,0,0
229,5,100,52,27,38,4,2,1,1,1,0,0
230,46,100,90,44,28,5,1,1,1,1,0,0
247,79,100,9,32,22,4,1,2,1,1,0,0
231,5,95,100,41,52,6,5,1,1,1,0,0
236,38,100,67,33,51,17,5,4,1,1,0,0
181,100,13,5,6,1,1,1,3,0,1,0,1
173,100,2,3,0,0,0,0,0,0,1,0,1
