183,100,5,3,0,0,0,0,0,0,1,0,1
183,100,6,1,0,0,0,0,0,0,1,0,1
181,100,3,3,1,1,0,0,0,0,1,0,1
181,100,3,2,0,0,0,0,0,0,1,0,1
181,100,4,3,1,0,0,0,0,0,1,0,1
173,100,3,3,0,0,0,0,0,0,1,0,1
186,100,5,2,2,0,0,0,0,0,1,0,1
171,100,20,4,26,2,1,1,1,0,1,0,1
196,100,18,2,1,0,0,0,0,0,1,0,1
201,56,100,4,9,1,0,1,0,0,1,0,1
189,100,10,6,3,0,0,0,0,0,1,0,1
205,56,100,6,13,0,0,0,0,0,1,0,1
204,86,100,9,13,1,0,0,0,0,1,0,1
209,62,100,10,21,1,0,1,0,0,1,0,1
239,100,15,5,17,4,1,1,1,1,1,0,1
252,67,100,36,6,6,1,0,0,1,1,0,1
248,14,100,25,10,1,1,1,0,1,1,0,1
252,100,45,11,8,14,1,0,0,1,1,0,1
254,100,61,3,13,9,2,0,1,1,1,0,1
254,100,45,3,20,7,2,0,0,1,1,0,1
254,100,46,31,44,7,1,1,1,1,1,0,1
254,100,33,3,20,4,1,0,0,1,1,0,1
252,100,56,12,25,4,0,0,1,1,1,0,1
